Customer Name,Ratings,Review Title,Reviews
pavitra commotrade,1.0 out of 5 stars,Horrible service no feedback printer wifi not working,Printer wifi not working no response from Hp
BHARAT PATEL,5.0 out of 5 stars,Good quality,Good quality
Sohail Shaikh,5.0 out of 5 stars,Awesome printer,Nice hp printer
Rahul kumar,5.0 out of 5 stars,Best,Nice product
Rohan Serrao,4.0 out of 5 stars,Four Stars,An easy to setup cost effective printing
anuj srivastava,5.0 out of 5 stars,Very gud product,Very gud product
Amazon Customer,1.0 out of 5 stars,if it is not used for one week it will not give proper print,if it is not used for one week it will not give proper print
Daniel,5.0 out of 5 stars,Superb no 1,Superb printer no 1 quality
Manch,5.0 out of 5 stars,Hmmmmm,As good as it gets... Let's see 6 months from now ...
Chandra Prakash Gangwar,5.0 out of 5 stars,Good printer and value for money,It's is value for money
Arun Duneja,5.0 out of 5 stars,Nice product,Nice product
Shubhadeep M.,4.0 out of 5 stars,Four Stars,nice product.. totally paisa wasoool !
Nikulsinh Parmar,5.0 out of 5 stars,Good Product in Budget,Good Working.
Anil kumar S.B.,4.0 out of 5 stars,Four Stars,Great for home usuage. Value for money. Scan and copy excellent.
Ravinder Pal,5.0 out of 5 stars,Nice,Good product
Ganesh Shivaji Chavan,5.0 out of 5 stars,Met the expectations,Awesome quality
M. Rao,5.0 out of 5 stars,Pleased with the performance,"Bought it for the direct wifi print feature. Pleased with the performance. Already have M1005 , HP-very reliable and cost effective laser printers."
Santosh Kanase,5.0 out of 5 stars,Best printer,"Best printer,good quality prints"
Mohan Sunil Shinde,5.0 out of 5 stars,Good,Good Product
puneetgad,5.0 out of 5 stars,Excellent,Meet expectations
Febin K. Binoj,2.0 out of 5 stars,First Year It works Fine,"It worked fine for still warranty expires with even light usage. It's started giving problems paper jam, then got laser beam problem. Serviced worked for 6 months. Now it's showing new problem. On starting the printer it shows Initilizing.. not getting completed the startup. May be it will work for an year or 2. After that it has given pathetic experience."
venkat,5.0 out of 5 stars,Good,Good
Kartik patel,5.0 out of 5 stars,printing time is a bit slow but overall happy with the,"Printer works perfectly, printing time is a bit slow but overall happy with the product"
PRIYABRATA SATPATI,5.0 out of 5 stars,Excellent,Product is excellent quality and very useful!!!
ANINDYA GHOSH,5.0 out of 5 stars,Good product,Good
ADIsh,4.0 out of 5 stars,Sexy black,Awesome product high speed printing with sexxyyness of WiFi printing also!
Venkat,5.0 out of 5 stars,Good printer,Good printer
Amit,5.0 out of 5 stars,??,Value for money
Customer,5.0 out of 5 stars,Odm,All work
siva,5.0 out of 5 stars,Worthy,Good
Amazon Customer,4.0 out of 5 stars,Four Stars,GOOD PRODUCT FOR HOUSEHOLD USE.
Sahil Dewan,5.0 out of 5 stars,Good product,Print quality is good
Abinash Prasad Sai,5.0 out of 5 stars,Good,Good
Shabbir,5.0 out of 5 stars,Nice printer go for it ..,Nice printer
Abhishek Kushwaha,5.0 out of 5 stars,Badhiya,It's a sturdy printer. Useful and efficient.
Aanchal,5.0 out of 5 stars,Good printer,Very good printer
S. B. SONAWANE,5.0 out of 5 stars,Best printer,Best product
Sanjay Bora,5.0 out of 5 stars,Good Product,Working fine
Jitendra Sharma,1.0 out of 5 stars,Box packing not good,Play Video
Saurabh Sikarwar,5.0 out of 5 stars,Satisfied,Decent performance.
NIRMAL KUMAR SAHA,5.0 out of 5 stars,Working Smoothly,Satisfy.
hari krishnan,5.0 out of 5 stars,Very nice useful product,Nice Product
Kindle Customer,5.0 out of 5 stars,Good,Good
Amazon Customer,5.0 out of 5 stars,Best,Good product
Mano,5.0 out of 5 stars,Nice product,Nice product
subranildey,5.0 out of 5 stars,Good,All are ok but display need light.
Deepak Sharma,1.0 out of 5 stars,I invested 15 k to buy a headache.. disappointed.,Worst product..scanner doesn't work..after 10 days it stopped working..photo copy doesn't work..got defective product from seller.. struggling with customer care and HP customer care..no one is helping.
Yash A.,1.0 out of 5 stars,Crappy printer and terrible HP services,"Doesnt connect to the internet, doesnt connect to the wifi properly with random disconnects, random document declines, stay away from this mess"
tarak a thaker,5.0 out of 5 stars,Five Stars,Excellent For Office. Not Printing Automatically Both side.For Wireless You Have To Download HP Application In Your Mobile.
ankleshraut,4.0 out of 5 stars,HP M126nw LASERJET PRO MFP PRINTER...,HP M126nw LASERJET PRO MFP PRINTER ...
Navigator,5.0 out of 5 stars,Best Printer for small office use,As per expectation
Amazon Customer,5.0 out of 5 stars,Perfect for home and office,Wifi printing is best
vivek k.,5.0 out of 5 stars,Easy to use,Best quality printing
Raghu b.,5.0 out of 5 stars,Must buy,Very good product.
Bhoopendra Singh,1.0 out of 5 stars,GOOD WORK,SHOP
Trenchless Equipments,5.0 out of 5 stars,Good,Good but wifi connectivity to printer is so tough
HEMENDRA SAHU,5.0 out of 5 stars,Great wireless printer,"Great wireless printer, great work on mobile and pc"
Chandan pra,5.0 out of 5 stars,Good performance,Good printer for small business wifi connection find slowly otherwise printing ok
NITIN KUMAR,5.0 out of 5 stars,Great,Great
saravan,5.0 out of 5 stars,Awesome,Good product
Yogesh,5.0 out of 5 stars,Great,Good printer
Amazon Customer,1.0 out of 5 stars," Catridge low error after 20 print, slow,bad display","Its not for a normal user.
2 -3 page excel shows memory low error. Excel printing is the biggest issue
Dispay having no led
Not suggest to buy."
PANDYA DIVYANG,5.0 out of 5 stars,5 STAR,Awesome Printer...??????
Mohan Malvankar,1.0 out of 5 stars,No customer support,It could be a good product but it never started for me due to minor error. And HP helpdesk never reachable. Even Amazon agent tried to reach but couldn’t. So pathetic customer support I would say.
adarsh raj,5.0 out of 5 stars,Easy to print,Nice printer
Imeora,1.0 out of 5 stars,Super Bad print quality,"This printer is leaving marks on every page, such a thing is not supposed to happen"
Jitendra Vanzara,5.0 out of 5 stars,Nice product,"Nice product,value for money,printing speed is good,set up is so easy,wireless function works well,over all meets my needs and expectations."
Sunil Narde,2.0 out of 5 stars,Gst bill,Gst bill not get for refond
Partha Ray,5.0 out of 5 stars,It is easy to install multifunction printer,Liked the product.
VIVEK SHARMA,5.0 out of 5 stars,Best printer,Best printer.
Nilesh h mori,5.0 out of 5 stars,5 star,Best
Rakesh r.,2.0 out of 5 stars,In specification it shows duplex printing but actually it is not single side print only,Waste of time
J Joshua daniel,5.0 out of 5 stars,Nice product for house hold purposes.,Nice
Rahul Tiwari,5.0 out of 5 stars,Good and Compaq all in one,I like the printer and quality of printer speed
Harsh Garg,5.0 out of 5 stars,good,good
Mahesh kumawat,4.0 out of 5 stars,Four Stars,Very good in laser printer
Akshay Madhukar Devade,5.0 out of 5 stars,Good,Good
Abhirup dutta,5.0 out of 5 stars,Good product,Good product
N S Gautam,5.0 out of 5 stars,Value for money,Good
Mangal P.,5.0 out of 5 stars,Worth the money,the print quality is perfect. easy to install.
MILIND GHONGDE,5.0 out of 5 stars,No.1 all in one,Nice
Vaibhav prakash sapate,5.0 out of 5 stars,Good,It’s good printar
Tejaswa,5.0 out of 5 stars,Good working,Good
Bipin Kumar mohanty,5.0 out of 5 stars,Good,Good
Nishi,5.0 out of 5 stars,Good,Good
Sumit kumar,5.0 out of 5 stars,Bast deal,Good product
Bharat Singh,5.0 out of 5 stars,Amazing,Powerful
Amazon Customer,5.0 out of 5 stars,Awesome,Awesome
DIVYA,1.0 out of 5 stars,Received damaged product,Received faulty product.
Murtaza Zakvi,1.0 out of 5 stars,Worst Printer Quality Bad,Bought this printer but they NEVER Mentioned that they will sell product with TEST Cartridge. CHEATING innocent customer.
Amazon Customer,4.0 out of 5 stars,Four Stars,GOOD
ub40,5.0 out of 5 stars,Effective,It was a good and easy to use.
Amazon Customer,4.0 out of 5 stars,Work Perfect with Wi-fi,"Overall excellent product. Only wi-fi configuration is bit complex, but manageable."
Anjay Kumar Gupta,1.0 out of 5 stars,Bad product,"quality bad quality
Cartridge life only 12 day

You will not purchase a product"
KISHORE,1.0 out of 5 stars,Very old stock catridge with the New printer,All the things are good in Amazon. But the supplier sent the very old stock catridge. Therefore printing quality is very low.
Kulwant Negi,5.0 out of 5 stars,Help me please.,How can install my new printer. please help me.
Arunkumar A. Dave,5.0 out of 5 stars,Awesome,Good product
Sathish Dhanapal,5.0 out of 5 stars,Fantastic product,Very nice printer. Seamless wifi connectivity. No problems yet
Abhijeet Roy,5.0 out of 5 stars,Good product Fast delivery,Excellent work.. no issues
Anchal ji,1.0 out of 5 stars,Ghatia hai 20 din Shahi chalta hai fhir kharab ho jata hai,Play Video
vishal arora,1.0 out of 5 stars,worthless,"This is what i faced for 2 days :
Unable to intall software on windows 10.
Win 7 unable to connect via wifi.
Can somebody help me overcome this.. I have tried all online solutions for past 2 days but unable to connect.
Not satisfied will be returning the same after trying for 2 more days.

But once i did a firmware upgrade it worked like a charm for 1 day an again its a dud. unable to install printer driver on windows 10

Beware the wireless printing setup is not as breeze as its shown in Hp advertisements"
RAVI,5.0 out of 5 stars,Amazing deal by Anazon,During sale period purchased. Good and reluable product
bharath,5.0 out of 5 stars,Arrived on time installing on WiFi is not given clearly ...,Arrived on time installing on WiFi is not given clearly needed to understand concepts..... Anyway its HP technical writers have to improve the manual
Vishal,5.0 out of 5 stars,Good,Quality product
Jaydeep,2.0 out of 5 stars,Some issue in tonner cartrage,Problem in tonner cratrage
Sanjeev Keskar,1.0 out of 5 stars,Connectivity,One year back I have purchased but pl inform me from where can I get maintenance service for this printer in Mumbai ? WiFi & mobile connection I could not able to use because no guidence from HP printer.
Amit kumar,5.0 out of 5 stars,Good,Good product to use
AshishT,5.0 out of 5 stars,Great Printer. The best part is wi-fi connectivity.,"Great Printer. The best part is the wifi connectivity. Downloaded the app too, prints well. Good quality and occupies less space. LOVE it!"
gagan,2.0 out of 5 stars,Poor quality mobile printing,Printer to thik hai but mobile se print badiya nahi niklta poor quality mobile printing
Goutam K.,5.0 out of 5 stars,Good products,Good product. Easy print from mobile phone.
Subhankar,5.0 out of 5 stars,Hp print,Very good printer..as well as printing quality
Amazon Customer,5.0 out of 5 stars,Best printer,Awesome
A D SHARMA,2.0 out of 5 stars,Networking configuration,Networking configuration is very difficult I couldn't do it.
Deshpal,1.0 out of 5 stars,Dont Buy,Developed problems in 6 months. Could not load driver through USB. HP engineer changed motherboard but problem persisted. Now printer is giving memory error message. Repenting buying hp printer. My advise is to go for better brand.
Anshumn tayal,5.0 out of 5 stars,Superb,Very nice..
Raju saha,5.0 out of 5 stars,"Nice, smooth,easy",Good quality products
Vibhor J.,4.0 out of 5 stars,Four Stars,Wirelesss printing is very slow.....
Col Ramtri,5.0 out of 5 stars,HP Laser Printer,It's very good. Thanks.
Sudhanshu Rai,4.0 out of 5 stars,Working Good. Only display brightness is low,"Working Good.
Only display brightness is low."
mufaddal vajihi,4.0 out of 5 stars,Good printer,Good printer
